wgt,gender,age,ed_lvl,income_q,employed,rural,account,savings,loans,mobile,internet,wages_2,wages_3,wages_4,transfers_2,transfers_3,transfers_4,pension_2,pension_3,pension_4,agri_sale_2,agri_sale_3,agri_sale_4,utilities_2,utilities_3,utilities_4,remittances_2,remittances_3,remittances_4
0.59,0,0.24590163934426232,0.0,0.0,1,0,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
1.05,0,0.819672131147541,0.0,0.0,1,0,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.22,1,0.11475409836065573,0.5,0.25,0,0,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.4,1,0.3278688524590164,1.0,1.0,0,1,1,1,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.5,0,0.360655737704918,0.0,0.25,0,0,1,0,0,1,1,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
0.98,0,0.18032786885245902,0.0,0.0,1,0,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.58,0,0.4918032786885246,0.0,0.25,0,0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True
1.08,0,0.24590163934426232,0.0,0.0,1,0,0,0,1,1,1,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
0.63,0,0.3278688524590164,0.0,0.75,1,1,0,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.4,1,0.6557377049180327,0.5,0.25,1,0,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True
1.21,0,0.4918032786885246,0.0,0.5,1,0,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
1.03,0,0.6557377049180327,0.0,0.25,1,0,1,0,0,0,1,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True
0.22,0,0.13114754098360656,0.5,0.75,1,0,0,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.83,1,0.06557377049180327,0.5,0.75,0,0,1,1,1,0,0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
1.23,1,0.0,0.5,1.0,1,0,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.87,0,0.21311475409836064,0.0,0.75,0,1,0,0,1,1,1,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
0.74,0,0.3770491803278688,0.0,0.75,1,0,1,1,1,0,1,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0.44,0,0.11475409836065573,0.5,1.0,1,1,0,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.73,0,0.4918032786885246,0.0,1.0,0,0,1,0,1,1,1,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True
1.25,1,0.4918032786885246,0.0,1.0,0,1,0,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
0.75,0,0.5737704918032787,0.0,1.0,0,0,1,1,1,0,1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
1.62,1,0.13114754098360656,0.5,0.75,0,0,0,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.76,1,0.3278688524590164,0.0,0.25,1,0,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
0.55,1,0.24590163934426232,0.5,0.25,0,0,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
1.57,0,0.3278688524590164,0.0,0.5,1,0,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
1.58,0,0.01639344262295081,0.0,1.0,1,1,1,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
2.42,0,0.13114754098360656,0.0,0.25,1,1,0,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
1.38,0,0.4098360655737705,0.0,0.75,0,0,1,1,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
1.38,0,0.7377049180327869,0.0,0.0,1,0,1,0,0,1,1,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True
0.46,0,0.819672131147541,0.0,0.75,1,0,1,0,0,1,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
0.53,0,0.21311475409836064,0.5,0.25,0,1,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.33,1,0.04918032786885243,0.5,1.0,0,0,1,0,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.37,0,0.21311475409836064,1.0,0.75,0,0,1,0,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.7,1,0.5573770491803278,0.0,0.0,1,1,1,1,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
1.41,0,0.3114754098360656,0.0,0.0,1,0,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
1.36,1,0.18032786885245902,0.0,0.25,0,1,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.72,1,0.6557377049180327,0.0,1.0,0,1,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
1.27,1,0.06557377049180327,0.5,1.0,1,1,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.82,1,0.06557377049180327,0.5,1.0,1,0,1,0,0,0,0,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True
0.39,1,0.24590163934426232,1.0,0.75,0,1,1,1,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
0.88,0,0.4098360655737705,0.5,1.0,1,1,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True
1.72,1,0.6721311475409836,0.0,0.75,0,0,1,0,0,0,1,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
1.17,0,0.24590163934426232,0.0,0.75,0,1,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.25,0,0.13114754098360656,1.0,0.25,0,0,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
1.56,0,0.19672131147540986,0.0,0.75,1,1,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.9,1,0.21311475409836064,0.0,1.0,0,1,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.74,0,0.3278688524590164,0.0,0.0,0,0,1,1,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
0.22,1,0.4098360655737705,0.5,0.5,1,0,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
0.74,0,0.3278688524590164,0.0,0.25,1,0,1,0,0,0,1,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True
1.73,0,0.16393442622950818,0.0,0.5,0,0,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.96,1,0.11475409836065573,0.5,1.0,1,0,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
2.05,0,0.11475409836065573,0.0,0.25,0,0,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.96,0,0.42622950819672134,0.0,0.0,1,0,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
0.41,1,0.24590163934426232,0.5,0.0,0,1,0,0,1,0,1,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.32,1,0.09836065573770489,0.5,0.5,1,1,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.84,1,0.11475409836065573,0.0,0.5,0,1,0,0,1,0,0,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True
0.41,0,0.4918032786885246,0.5,0.75,1,0,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.7,1,0.3278688524590164,0.5,1.0,0,1,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.35,1,0.5737704918032787,0.5,0.0,0,1,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.7,1,0.4590163934426229,0.5,0.0,0,0,1,0,1,0,1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
2.42,0,0.7377049180327869,0.0,0.0,1,0,1,0,1,0,1,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True
0.82,1,0.13114754098360656,0.5,0.0,0,0,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.9,0,0.6557377049180327,0.0,0.0,1,1,1,0,1,1,1,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
1.7,1,0.24590163934426232,0.5,1.0,0,0,1,0,0,0,0,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True
1.75,1,0.9016393442622952,0.0,0.0,1,0,1,0,1,0,1,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True
0.64,1,0.04918032786885243,0.5,0.5,0,1,1,1,1,0,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
0.59,0,0.29508196721311475,0.0,0.25,0,0,1,0,1,0,1,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False
1.75,1,0.11475409836065573,0.0,0.25,1,1,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
1.67,0,0.7049180327868853,0.0,0.75,0,0,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
0.22,1,0.4918032786885246,1.0,1.0,0,1,1,1,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
1.1,1,0.24590163934426232,0.0,0.0,1,1,0,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
1.25,0,0.4098360655737705,0.0,0.0,0,0,1,0,1,0,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False
0.22,1,0.22950819672131148,1.0,1.0,0,0,1,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0.22,0,0.5245901639344263,0.5,0.5,1,0,1,1,1,0,1,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False
1.67,1,0.03278688524590165,0.0,0.25,0,0,1,0,0,0,0,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True
1.5,1,0.3278688524590164,0.0,0.0,1,0,1,1,1,0,0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
0.32,0,0.24590163934426232,0.0,0.75,1,0,1,0,1,0,1,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
0.72,1,0.2786885245901639,0.5,0.0,0,0,1,1,0,0,0,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True
0.41,0,0.0819672131147541,0.5,0.25,1,0,1,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
0.61,1,0.4098360655737705,0.0,0.5,1,1,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.92,0,0.21311475409836064,0.5,0.5,0,1,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
1.45,1,0.6557377049180327,0.0,1.0,0,0,1,0,1,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
1.93,0,0.6885245901639344,0.0,0.75,0,1,1,0,0,1,1,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True
0.4,0,0.22950819672131148,0.5,0.25,1,0,0,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
1.13,0,0.24590163934426232,0.0,0.5,0,1,1,1,1,1,1,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
0.28,1,0.3278688524590164,0.5,0.5,0,0,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.59,0,0.0,0.5,0.25,1,0,1,1,1,0,1,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False
0.87,0,0.16393442622950818,0.0,0.75,1,0,0,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
1.07,0,0.4918032786885246,0.0,0.5,0,0,1,0,0,1,1,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True
0.72,1,0.2786885245901639,0.0,0.75,0,0,1,0,1,0,1,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True
0.54,0,0.44262295081967207,0.0,0.75,0,0,1,1,1,0,1,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
1.24,1,0.03278688524590165,0.5,1.0,0,1,1,0,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False
2.42,0,0.03278688524590165,0.0,0.0,0,1,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.37,1,0.5573770491803278,0.5,0.75,0,0,1,0,0,0,0,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True
1.87,1,0.13114754098360656,0.5,1.0,1,0,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
1.11,0,0.3278688524590164,0.0,0.25,1,0,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
2.42,1,0.6229508196721312,0.0,0.25,0,0,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.72,0,0.4918032786885246,0.0,0.0,1,1,1,0,0,1,1,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True
0.37,0,0.5737704918032787,0.0,0.75,0,1,1,1,1,0,1,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True
0.6,0,0.2622950819672131,1.0,1.0,0,1,1,1,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
1.13,0,0.24590163934426232,0.0,1.0,0,1,1,1,1,0,1,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
1.05,0,0.09836065573770489,0.0,0.75,0,1,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
2.42,1,0.5573770491803278,0.0,1.0,0,1,1,1,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.96,0,0.21311475409836064,0.0,0.25,0,0,1,1,1,0,1,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True
1.04,1,0.2622950819672131,0.0,0.5,0,1,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
1.43,1,0.2622950819672131,0.0,0.25,0,0,1,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
0.72,0,0.18032786885245902,0.0,0.5,1,0,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.25,1,0.7049180327868853,1.0,0.0,0,0,1,0,1,0,1,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
0.81,0,0.3278688524590164,0.0,0.0,0,0,1,1,1,1,1,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
0.62,1,0.7049180327868853,0.0,0.25,1,0,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
2.2,1,0.44262295081967207,0.5,0.5,0,0,0,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
0.49,1,0.21311475409836064,0.5,0.75,0,1,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.84,0,0.7377049180327869,0.0,0.25,1,0,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.81,0,0.3278688524590164,0.0,0.75,0,0,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.56,0,0.29508196721311475,0.0,0.75,1,1,1,1,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.28,1,0.2786885245901639,0.5,0.75,0,0,1,1,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False
0.97,1,0.5245901639344263,0.0,0.0,0,1,0,0,0,1,1,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True
0.28,1,0.39344262295081966,0.5,0.5,1,0,1,0,0,0,1,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
2.42,0,0.06557377049180327,0.5,1.0,1,1,1,0,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
1.08,0,0.2786885245901639,0.0,0.25,1,0,1,1,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.82,0,0.3278688524590164,0.0,0.25,1,0,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
1.56,0,0.22950819672131148,0.0,1.0,1,1,1,1,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
1.03,0,0.7377049180327869,0.0,0.25,1,0,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
1.21,1,0.44262295081967207,0.0,0.75,0,0,0,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
0.84,0,0.3770491803278688,0.5,0.75,0,0,1,1,1,0,0,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True
0.68,0,0.819672131147541,0.0,1.0,0,1,1,0,0,0,1,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True
2.42,1,0.19672131147540986,0.0,1.0,0,1,1,0,1,0,0,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True
0.99,0,0.14754098360655735,0.0,0.25,1,0,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.7,1,0.14754098360655735,1.0,1.0,1,1,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
2.42,0,0.2786885245901639,0.0,0.5,0,1,1,0,1,0,1,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
0.45,1,0.3770491803278688,0.5,1.0,0,0,1,1,1,0,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0.22,1,0.04918032786885243,0.5,0.75,1,0,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.89,0,0.4918032786885246,0.0,0.25,0,0,1,1,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
1.28,0,0.04918032786885243,0.5,1.0,0,1,0,0,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
1.84,1,0.3770491803278688,0.0,0.0,0,1,1,0,1,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False
0.75,0,0.5573770491803278,0.0,0.5,0,0,0,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False
1.59,1,0.0819672131147541,1.0,1.0,0,1,1,1,0,0,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
0.41,0,0.09836065573770489,1.0,0.25,0,0,1,0,0,0,0,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
0.22,1,0.42622950819672134,1.0,0.0,0,0,1,0,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
1.86,0,0.11475409836065573,0.5,0.5,0,0,0,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.96,1,0.22950819672131148,0.5,1.0,0,1,1,0,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False
1.09,1,0.0819672131147541,0.0,1.0,1,0,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
0.52,1,0.24590163934426232,1.0,1.0,0,1,1,1,0,0,0,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False
0.34,1,0.06557377049180327,0.5,0.25,0,0,0,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.55,0,0.44262295081967207,0.0,0.5,0,0,1,0,1,0,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
2.42,0,0.01639344262295081,0.0,0.0,0,1,0,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
1.48,0,0.01639344262295081,0.0,0.0,1,0,0,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.92,1,0.3278688524590164,0.0,0.25,1,1,1,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
1.46,1,0.0819672131147541,0.0,0.75,1,0,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
1.97,1,0.11475409836065573,0.5,0.75,0,1,1,1,1,0,1,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
0.99,0,0.11475409836065573,0.0,0.0,1,1,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
2.07,1,0.0,0.0,0.75,1,1,0,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.22,1,0.06557377049180327,1.0,0.75,0,0,1,0,1,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False
1.42,1,0.21311475409836064,0.0,0.75,1,0,1,0,0,1,1,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True
0.56,1,0.16393442622950818,0.0,0.75,1,1,1,0,0,1,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
0.59,0,0.9344262295081966,0.5,1.0,1,1,1,1,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
0.33,1,0.06557377049180327,0.5,0.75,1,0,1,1,1,0,0,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
0.88,0,0.24590163934426232,1.0,1.0,0,0,1,1,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False
0.35,0,0.4918032786885246,0.5,0.5,0,1,1,0,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
1.25,0,0.4098360655737705,0.0,0.0,1,0,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
1.48,0,0.7049180327868853,0.0,0.25,0,0,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
1.18,0,0.04918032786885243,0.5,0.75,1,1,1,0,0,0,0,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True
0.95,1,0.24590163934426232,0.5,0.5,0,0,0,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.69,1,0.5573770491803278,0.5,0.75,0,0,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
0.25,1,0.16393442622950818,1.0,1.0,0,0,1,0,0,0,0,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True
1.18,1,1.0,0.0,0.25,0,0,1,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
1.1,0,0.29508196721311475,0.0,0.25,1,1,1,0,0,1,1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
1.83,1,0.21311475409836064,0.0,0.0,0,0,1,0,0,0,1,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
0.6,1,0.5245901639344263,0.0,1.0,0,0,1,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
0.28,0,0.18032786885245902,1.0,0.75,1,1,0,0,0,0,0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.71,1,0.21311475409836064,0.5,1.0,0,1,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.62,0,0.5737704918032787,0.0,0.0,1,1,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
1.84,0,0.4098360655737705,0.0,0.25,0,0,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
1.78,0,0.8524590163934427,0.0,0.75,0,0,1,0,0,1,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
0.33,1,0.4590163934426229,0.5,0.5,0,0,1,0,1,1,1,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True
0.43,1,0.03278688524590165,0.5,0.75,1,0,0,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
1.18,1,0.0819672131147541,1.0,1.0,1,1,1,1,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.73,1,0.22950819672131148,0.0,0.0,1,0,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.71,1,0.3278688524590164,0.0,1.0,1,1,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
1.73,0,0.04918032786885243,0.0,0.5,0,0,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
0.81,1,0.5573770491803278,0.5,1.0,0,0,1,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.22,0,0.5737704918032787,0.5,0.75,1,0,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.86,1,0.24590163934426232,0.0,0.75,1,0,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
1.19,1,0.09836065573770489,0.5,1.0,0,1,1,1,1,0,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False
2.36,0,0.6229508196721312,0.0,0.75,1,1,1,0,0,0,1,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True
0.49,1,0.6229508196721312,1.0,1.0,1,0,0,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
1.09,1,0.6557377049180327,0.5,1.0,0,1,0,0,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
0.59,0,0.24590163934426232,0.0,0.5,0,0,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False
1.11,0,0.6557377049180327,0.5,0.75,1,0,0,1,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
1.04,1,0.29508196721311475,1.0,1.0,1,1,1,1,0,0,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
