"economy","economycode","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity_f2f","account","account_fin","account_mob","fin1_1a","fin1_1b","fin2","fin4","fin4a","fin5","fin6","fin7","fin8","fin8a","fin8b","fin9","fin9a","fin10","fin10_1a","fin10_1b","fin10_1c","fin10_1d","fin10_1e","fin10a","fin10b","fin11_1","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin11g","fin11h","fin13a","fin13b","fin13c","fin13d","fin14_1","fin14_2","fin14_2_China","fin14a","fin14a1","fin14b","fin14c","fin14c_2","fin14c_2_China","fin16","fin17a","fin17a1","fin17b","fin20","fin22a","fin22b","fin22c","fin24","fin24a","fin24b","fin26","fin27_1","fin27c1","fin27c2","fin28","fin29_1","fin29c1","fin29c2","fin30","fin31a","fin31b","fin31b1","fin31b1_China","fin31c","fin32","fin33","fin34a","fin34b","fin34d","fin34e","fin35","fin37","fin38","fin39a","fin39b","fin39d","fin39e","fin42","fin42a","fin43a","fin43b","fin43d","fin43e","fin44a","fin44b","fin44c","fin44d","fin45","fin45_1","fin45_1_China","saved","borrowed","receive_wages","receive_transfers","receive_pension","receive_agriculture","pay_utilities","remittances","mobileowner","internetaccess","anydigpayment","merchantpay_dig"
"India","IND",165066845,0.95574181383447,2,22,2,5,1,2,1,1,0,1,2,1,1,1,2,1,2,,,,1,1,1,,,,,,2,2,,,,,,,,,,,,,,2,1,,1,2,2,,,,2,2,,2,2,2,2,,3,2,2,2,,,,1,2,2,2,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,2,3,3,2,3,,0,0,2,4,4,4,2,4,1,1,1,1
"India","IND",146472816,0.889825625627882,2,25,3,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,1,1,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,2,2,1,,0,0,4,4,4,4,4,5,1,2,0,0
"India","IND",162807407,1.03029244725847,1,25,3,4,1,2,1,1,1,1,2,1,2,,2,2,2,,,,2,,1,,,,,,2,1,,,,,,,,,,2,1,2,1,2,,,2,2,2,,,,2,2,2,2,2,2,2,,2,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,3,2,,0,0,4,4,4,4,4,5,1,1,1,0
"India","IND",161088497,0.775187295450396,2,24,1,4,1,2,1,1,0,2,2,2,,,2,1,2,,,,1,2,2,,,,,,,2,,,,,,,,,,,,,,2,,,2,1,2,,,,2,1,,2,2,2,1,,2,1,1,2,,,,1,1,,,1,2,2,,,2,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,4,3,1,,1,1,4,4,4,4,3,1,1,1,1,0
"India","IND",140385981,1.58351367885322,2,88,1,1,1,2,1,1,0,1,2,1,2,,2,2,1,2,,2,1,2,2,,,,,,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,0,4,4,4,4,4,5,2,2,0,0
"India","IND",158371228,0.73771995957015,1,35,1,1,2,1,1,1,0,2,2,2,,,2,2,2,,,,2,,1,,,,,,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,4,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,4,4,4,4,4,5,1,1,0,0
"India","IND",136963204,0.837385460799648,2,25,2,5,1,1,1,1,1,2,2,1,1,1,1,1,2,,,,2,,1,,,,,,1,1,,,,,,,,,,1,1,2,1,1,2,,1,1,1,3,2,,2,2,2,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,2,2,2,,0,0,4,4,4,4,4,5,1,1,1,1
"India","IND",112534192,0.971495780593406,2,20,2,4,2,2,1,1,0,2,2,2,,,2,2,2,,,,2,,2,1,2,2,2,2,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,3,2,3,1,3,,0,0,4,4,4,4,4,5,1,1,0,0
"India","IND",174366089,0.837385460799648,2,25,2,5,1,2,1,1,0,,,1,1,2,2,1,1,2,,1,2,,2,,,,,,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,3,3,,3,,0,0,4,4,4,4,4,5,1,1,1,0
"India","IND",191146992,1.87526882247141,2,59,1,4,1,1,1,1,0,1,2,2,,,2,2,2,,,,1,2,1,,,,,,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2,2,1,1,,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,1,2,,,1,3,2,3,1,1,,1,1,4,4,4,1,4,5,1,1,1,0
"India","IND",155427685,0.572487208194761,1,45,1,4,1,1,1,1,0,1,2,2,,,2,2,2,,,,2,,2,2,1,2,2,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1,2,2,1,2,3,1,5,3,,,,2,,,,1,2,2,,,2,2,,,,,,,2,2,,,,,2,,,,,,1,3,5,1,5,1,,1,1,4,4,4,4,3,6,2,2,0,0
"India","IND",159534336,1.00023617114849,1,35,1,1,2,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,1,2,2,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,6,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,3,1,4,1,,0,0,4,4,4,4,4,5,1,2,0,0
"India","IND",162837806,2.06826200560897,1,70,1,1,2,1,1,1,0,2,1,2,,,2,2,2,,,,1,2,2,,,,,,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,1,2,1,2,2,,,,,,2,,,,,,,1,1,2,2,1,,2,,,,,,1,1,1,2,2,1,,0,0,4,2,2,4,4,3,2,2,0,0
"India","IND",171174762,0.721422777353616,1,28,1,2,2,2,1,1,0,2,1,2,,,2,2,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,2,1,2,1,,3,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,3,2,2,,1,1,4,4,4,4,2,5,2,2,0,0
"India","IND",163012072,0.389619018211158,2,22,2,3,1,1,1,1,0,2,1,2,,,2,2,2,,,,2,,2,1,1,2,1,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,5,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,4,4,4,4,4,5,1,3,0,0
"India","IND",194808993,1.67413138272878,1,22,1,3,2,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,1,2,1,2,2,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,3,1,,0,0,4,4,4,4,4,5,1,2,0,0
"India","IND",151160432,0.873866633780902,2,27,3,5,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,1,1,2,1,1,2,,1,1,1,3,2,,2,1,1,1,2,2,2,1,3,3,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,4,,2,,1,1,4,4,4,4,4,5,1,1,1,1
"India","IND",156287445,1.27432241844596,2,22,2,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,4,4,4,4,4,5,1,1,0,0
"India","IND",189361982,1.68954561037727,1,65,1,1,2,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,1,2,1,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,3,3,1,3,,0,0,4,4,4,4,4,5,2,2,0,0
"India","IND",114862988,2.41692670492018,1,15,1,1,2,2,1,1,0,2,1,2,,,2,2,2,,,,2,,2,2,2,2,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,4,1,,0,0,4,4,4,4,4,5,2,2,0,0
"India","IND",195107782,0.217827567767936,2,22,3,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,4,4,4,4,4,5,1,2,0,0
"India","IND",149757289,0.896137706840224,2,24,2,5,1,2,1,1,1,2,2,1,1,1,1,1,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,1,1,2,1,1,1,,1,2,1,3,1,,2,2,2,2,2,2,2,,1,3,3,1,1,,,2,,,,1,2,1,1,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,2,,0,0,4,4,4,4,1,1,1,1,1,1
"India","IND",155224280,1.28064635705972,1,45,1,1,1,1,1,1,0,1,2,1,2,,2,1,1,2,,1,1,2,2,,,,,,,1,,,,,,,,,,,,,,2,,,1,2,2,,,,1,2,,2,2,1,1,,2,1,4,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,1,1,4,4,4,4,4,5,1,2,1,0
"India","IND",148755316,0.752273611566791,2,16,2,1,2,1,1,1,0,2,1,2,,,2,2,2,,,,1,2,1,,,,,,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,3,1,4,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,2,4,4,4,2,5,1,1,0,0
"India","IND",187548101,0.780418997940954,1,19,2,4,2,1,1,1,0,1,1,2,,,2,2,2,,,,2,,2,1,1,2,1,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,1,4,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,4,4,4,4,4,5,1,2,0,0
"India","IND",196424513,0.335901500314226,2,26,3,5,1,1,1,1,0,2,2,1,1,2,1,1,2,,,,2,,2,,,,,,,1,,,,,,,,,,,,,,2,,,1,1,2,,,,2,2,,2,2,2,1,,3,2,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,2,3,2,2,,0,1,2,4,4,4,4,5,1,1,1,0
"India","IND",121534488,1.23359572221716,1,45,1,1,1,1,1,1,0,1,1,2,,,2,2,2,,,,2,,1,,,,,,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,3,1,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,1,2,1,2,,,2,,,,,,1,1,1,1,4,1,,0,1,2,1,4,4,4,5,2,2,1,0
"India","IND",121608437,1.05065981496669,1,35,1,3,1,2,1,1,0,1,2,1,2,,2,2,2,,,,2,,2,1,1,2,2,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,4,4,4,4,4,5,1,2,0,0
"India","IND",157476411,0.448247268526078,1,30,1,5,1,2,1,1,0,1,1,1,2,,2,2,2,,,,1,2,2,,,,,,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,1,1,,2,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,4,1,,0,1,4,4,4,4,4,5,1,2,0,0
"India","IND",120582146,0.851188501038022,2,25,2,5,1,2,1,1,1,1,2,1,1,1,1,1,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,1,1,2,1,1,1,,1,1,1,2,1,,2,2,2,2,2,2,1,,2,2,1,1,1,,,2,,,,1,2,1,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,2,2,3,2,,0,1,4,4,4,4,1,1,1,1,1,1
"India","IND",163144274,0.908346340743822,1,39,2,4,1,1,1,1,1,2,2,1,1,1,1,1,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,1,1,2,1,1,1,,2,1,1,2,1,,1,1,2,1,1,2,1,2,3,1,1,1,1,,,1,2,1,1,1,1,1,1,,,1,1,1,2,,,2,2,2,,,,,2,,,,,,3,3,2,2,4,1,,1,1,1,4,4,4,1,1,1,1,1,1
"India","IND",185199903,0.571620897450692,2,45,1,1,1,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,1,1,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,8,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,4,4,4,4,4,5,2,2,0,0
"India","IND",187538662,0.776205666835788,1,50,1,5,2,1,1,1,0,2,2,2,,,2,2,2,,,,2,,2,1,2,1,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,1,2,,6,2,3,2,,,,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,3,3,1,1,1,,0,1,4,4,4,4,4,3,1,2,0,0
"India","IND",127357771,0.971495780593406,2,20,2,5,2,2,1,1,1,,,1,2,,1,1,1,1,1,1,1,1,1,,,,,,1,1,,,,,,,,,,1,1,2,2,1,1,,1,1,1,1,2,,2,2,1,1,1,1,1,2,1,2,2,1,1,,,1,1,,,1,1,1,2,,,1,1,1,1,,,1,1,1,1,1,,,1,2,1,1,,,2,2,1,2,1,2,,1,1,1,1,1,1,1,1,1,1,1,1
"India","IND",168607940,1.11833951970428,2,51,1,3,2,1,1,1,0,1,2,2,,,2,1,2,,,,2,,2,1,2,1,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,3,2,1,,0,1,4,4,4,4,4,5,1,2,0,0
"India","IND",157320867,1.71795112612046,1,23,2,2,2,1,1,1,0,1,2,2,,,2,2,2,,,,2,,2,2,1,2,1,1,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,2,,0,0,4,4,4,4,2,5,1,1,0,0
"India","IND",166683611,1.12016159593116,1,23,2,5,2,2,1,1,0,2,2,2,,,2,2,2,,,,1,1,2,,,,,,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2,2,2,2,,2,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,2,2,,1,0,4,4,4,4,4,5,1,1,0,0
"India","IND",148957974,0.928791523549065,1,48,3,5,1,2,1,1,1,1,1,1,1,1,1,1,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,1,1,1,1,1,2,,1,1,1,3,2,,2,2,2,1,2,2,2,2,5,2,2,1,2,2,2,2,,,,1,1,1,2,,,1,2,2,1,,,2,2,2,,,,,2,,,,,,3,2,2,3,3,2,,1,1,1,4,4,4,1,4,1,1,1,1
"India","IND",181673675,0.56182215196213,2,40,2,2,1,1,1,1,0,1,2,2,,,2,2,2,,,,2,,2,2,1,2,3,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,4,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,4,4,4,4,2,5,1,2,0,0
"India","IND",206340845,0.589379757420132,2,35,3,5,1,2,1,1,1,1,2,1,1,1,1,1,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,1,1,2,1,1,2,,1,1,1,1,2,,1,1,1,2,2,2,2,,2,3,3,2,,,,2,,,,2,,,,,,1,2,1,1,,,2,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,0,1,4,4,4,4,5,1,1,1,1
"India","IND",144963870,1.32107616683668,2,68,2,4,2,2,1,1,0,2,1,2,,,2,1,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,1,1,2,1,2,1,3,3,1,2,1,2,1,2,1,2,2,,,,,,2,,,,,,,2,1,1,2,,,2,,,,,,3,2,3,3,,2,,1,1,4,4,1,4,4,3,2,2,1,0
"India","IND",187604664,0.217430070409543,2,55,2,4,2,1,1,1,1,2,1,1,2,,1,1,1,1,1,2,2,,1,,,,,,2,1,,,,,,,,,,1,2,2,2,2,1,,2,2,2,,,,2,2,2,2,1,1,1,,3,3,3,2,,,,1,2,1,2,1,2,2,,,1,2,,,,,,,1,2,1,2,,,1,1,1,2,,,2,1,1,1,2,1,,0,1,4,1,4,1,2,3,1,2,1,1
"India","IND",171800903,1.69324150994561,1,26,1,1,1,1,1,1,0,2,2,1,2,,2,1,2,,,,1,2,2,,,,,,,1,,,,,,,,,,,,,,1,1,,2,2,2,,,,2,1,,2,2,2,1,,3,2,1,2,,,,1,2,2,2,1,2,1,1,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,3,1,,1,1,4,4,4,4,1,4,1,2,1,1
"India","IND",185576478,2.41692670492018,1,38,1,2,1,1,1,1,0,2,1,2,,,2,2,2,,,,1,2,1,,,,,,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,2,1,,0,0,4,4,4,4,2,5,1,2,0,0
"India","IND",166655382,1.29820892644277,1,25,1,2,1,1,1,1,0,1,1,1,2,,2,2,2,,,,1,2,1,,,,,,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,1,2,2,2,2,3,1,2,1,2,2,2,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,1,3,1,2,,,1,1,1,1,4,1,,1,0,4,4,4,1,1,4,1,2,1,0
"India","IND",122794756,0.72554432547267,2,40,2,1,1,1,1,1,0,2,2,1,1,2,2,2,2,,,,1,2,1,,,,,,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,3,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,2,2,,1,0,4,4,4,4,2,5,1,2,1,0
"India","IND",122851219,2.41692670492018,1,24,1,3,2,1,1,1,0,1,2,2,,,2,2,2,,,,2,,2,2,2,2,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,1,2,2,2,2,6,1,1,1,2,2,2,2,,,,1,2,2,,,2,1,2,2,2,2,2,,2,2,,,,,2,,,,,,1,1,3,3,1,1,,1,0,3,4,4,4,3,4,1,2,0,0
"India","IND",136275743,0.564205208675093,2,24,2,4,1,1,1,1,0,1,2,1,2,,2,2,1,1,2,2,2,,2,,,,,,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,2,2,2,2,2,,0,1,4,4,4,4,2,5,2,2,1,0
"India","IND",207793504,0.589379757420132,2,38,3,5,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,1,,,,,,,,,,1,1,2,1,1,2,,1,1,1,1,2,,1,1,1,2,1,2,2,,2,2,2,1,1,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,2,2,,1,1,4,4,4,4,4,1,1,1,1,1
"India","IND",160759090,1.02635110560931,2,56,2,5,2,2,1,1,1,1,2,2,,,2,2,1,1,2,1,1,1,2,,,,,,,1,,,,,,,,,,1,2,2,1,2,,,2,1,2,,,,2,2,2,2,2,2,2,,3,2,2,1,2,2,2,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,2,2,1,,0,1,4,4,4,4,4,4,1,1,1,0
"India","IND",154378730,0.474266948885109,1,38,2,3,2,2,1,1,0,2,1,2,,,2,2,2,,,,2,,1,,,,,,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,4,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,1,0,4,4,4,4,4,5,1,1,0,0
"India","IND",171526465,0.398869563100695,2,21,2,1,1,1,1,1,1,2,2,1,1,1,1,1,2,,,,2,,1,,,,,,1,2,,,,,,,,,,2,2,2,2,1,1,,2,2,2,,,,2,2,2,2,2,2,2,,3,2,2,2,,,,2,,,,1,1,1,1,,,1,2,2,2,1,,,2,2,,,,,1,1,2,2,1,,2,1,1,1,2,1,,0,1,2,4,4,2,1,5,1,2,1,1
"India","IND",142089394,0.290980026271106,2,40,2,1,1,1,1,1,0,1,2,2,,,2,2,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,2,2,2,1,,2,1,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,4,3,,1,1,2,4,4,4,4,5,1,2,0,0
"India","IND",200116232,1.62180104136344,2,28,1,3,1,1,1,1,0,1,1,2,,,2,2,2,,,,2,,2,1,1,1,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,4,2,1,,0,0,4,4,4,4,4,5,2,2,0,0
"India","IND",207541169,0.935628202888797,1,59,1,4,1,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,2,1,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,9,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,6,1,,0,0,4,4,4,4,4,5,1,2,0,0
"India","IND",203709761,0.580287963856643,2,27,2,5,1,2,1,1,0,1,1,2,,,2,2,2,,,,2,,2,2,2,2,2,2,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,4,5,1,1,0,0
"India","IND",209815867,0.858730812292141,1,45,1,2,2,1,1,1,0,1,1,2,,,2,2,2,,,,2,,2,1,1,1,1,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,1,2,2,2,2,2,,2,2,,,,,2,,,,,,1,1,1,2,2,1,,0,0,3,4,4,4,4,5,1,2,0,0
"India","IND",173083829,1.84375005901073,1,40,1,2,1,1,1,1,0,1,2,2,,,2,2,2,,,,2,,2,2,1,2,2,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,4,4,4,4,2,5,2,2,0,0
"India","IND",137635112,1.23579496845966,2,18,2,5,2,2,1,1,0,2,1,2,,,2,2,2,,,,2,,1,,,,,,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,4,2,,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,4,4,4,4,4,5,1,1,0,0
"India","IND",155244765,1.97559763840765,1,20,1,2,1,1,1,1,0,1,2,2,,,2,2,2,,,,2,,1,,,,,,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,1,2,,8,,,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,2,2,2,2,,,,,,5,5,5,2,,4,,0,1,4,3,4,4,4,5,2,2,0,0
"India","IND",190746767,1.34725254697428,2,50,2,4,1,2,1,1,0,2,2,2,,,2,2,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,2,1,,0,0,4,4,4,4,4,5,1,2,0,0
"India","IND",193255120,1.84214549598559,1,30,1,5,1,2,1,1,1,1,1,1,1,2,2,2,2,,,,1,2,2,,,,,,,1,,,,,,,,,,1,1,2,2,2,,,2,1,2,,,,2,2,2,2,2,2,2,,2,2,3,1,1,,,1,2,2,2,2,,,,,,1,1,2,2,2,2,,1,2,1,2,,,2,,,,,,1,1,3,2,4,1,,0,0,3,1,4,4,4,1,1,1,1,0
"India","IND",183575638,1.21397644870823,2,50,1,5,1,2,1,1,0,1,2,2,,,2,2,2,,,,2,,2,2,2,2,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,1,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,2,2,2,2,,,,,,2,2,3,3,2,1,,0,1,4,3,4,4,4,5,1,2,0,0
"India","IND",164327649,0.764162724686979,1,40,1,2,1,1,1,1,0,1,1,2,,,2,2,2,,,,2,,1,,,,,,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,5,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,2,2,2,2,,,,,,1,1,1,1,4,1,,0,1,4,3,4,4,4,5,1,2,0,0
"India","IND",120325460,1.08091650499653,2,43,2,5,1,2,1,1,0,2,2,1,1,1,1,1,1,1,1,2,1,1,1,,,,,,1,2,,,,,,,,,,,,,,2,1,,1,2,1,2,1,,1,1,,1,2,2,1,2,4,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,3,1,3,1,2,,1,1,4,4,4,4,4,5,1,1,1,1
"India","IND",187625417,0.581273310824842,2,50,1,2,1,2,1,1,0,1,2,2,,,2,2,2,,,,1,1,2,,,,,,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2,2,2,2,,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,1,0,4,4,4,4,4,5,2,2,0,0
"India","IND",178440004,1.15112231882749,2,20,2,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,2,,1,,,,,,2,2,,,,,,,,,,1,1,2,2,2,,,2,2,1,1,2,,1,2,2,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,2,2,2,2,,,,,,1,2,2,2,4,1,,1,1,4,3,4,4,4,5,1,1,1,1
