wgt,gender,age,ed_lvl,income_q,employed,rural,account,savings,loans,wages,transfers,pension,agri_sale,utilities,remittances,mobile,internet
0.6,1,60,1,3,1,2,0,0,0,4,4,4,4,4,5,2,2
0.22,1,20,2,4,2,1,1,0,1,4,4,4,4,2,5,1,1
0.35,2,27,3,5,1,2,1,1,1,4,4,4,4,4,1,1,1
0.89,1,16,2,2,1,1,1,0,1,4,4,4,4,1,4,1,1
0.33,1,31,2,1,2,1,1,0,1,4,4,4,4,4,3,2,2
1.12,2,21,2,4,1,2,1,0,0,2,3,4,4,4,1,1,1
0.55,1,51,2,5,1,2,1,1,1,4,1,4,4,1,5,1,1
1.36,1,35,1,3,2,1,1,1,0,4,4,4,4,4,5,2,2
2.29,1,45,1,3,1,1,1,0,1,4,4,4,4,3,5,2,2
0.34,2,50,2,2,2,1,1,0,0,4,4,4,4,4,5,1,1
2.42,2,19,1,4,1,1,1,0,1,4,1,4,4,1,1,1,1
1.87,1,40,1,3,2,1,1,0,1,4,4,4,4,4,5,1,2
0.94,1,16,2,1,2,2,1,0,0,4,4,4,4,4,5,1,2
2.42,1,39,1,3,1,1,1,1,1,4,4,4,4,4,5,1,2
2.11,1,23,1,1,1,2,0,0,0,2,3,4,4,4,5,2,2
1.47,2,28,1,1,2,1,1,0,1,4,1,4,2,4,5,2,2
1.04,1,16,1,3,2,2,1,1,1,2,4,4,4,4,3,1,2
2.35,2,48,1,4,1,2,1,1,1,4,4,4,4,4,5,1,2
0.68,2,20,2,5,1,1,1,1,1,4,4,4,3,1,2,1,1
0.49,1,45,1,2,2,1,1,0,0,4,4,4,1,4,5,1,2
0.22,2,46,3,3,1,1,1,1,1,1,1,4,4,1,5,1,1
1.1,1,43,1,5,2,2,0,0,0,4,4,4,4,4,5,2,2
0.63,2,32,1,1,2,1,1,0,0,4,4,4,4,2,5,2,2
0.8,2,60,3,5,1,2,1,0,0,4,4,4,4,4,5,1,1
1.2,2,40,1,3,1,1,1,0,0,5,5,4,4,4,5,1,2
2.21,2,20,2,4,1,2,1,1,0,4,4,4,4,2,5,1,2
1.61,2,38,1,2,1,2,0,0,0,4,4,4,4,4,5,2,2
0.34,2,18,3,2,2,1,1,1,0,4,4,4,4,4,1,1,1
2.0,2,21,2,3,1,2,1,0,1,4,3,3,4,4,5,1,1
0.6,2,30,1,4,1,1,0,0,1,4,4,4,4,4,5,1,2
1.78,2,63,1,5,2,1,1,1,1,4,4,4,1,1,1,1,1
1.24,2,19,2,4,1,2,1,1,0,1,1,4,4,2,5,1,1
1.14,2,42,2,5,1,2,1,0,0,4,4,4,4,4,5,1,2
0.39,2,28,2,5,2,2,1,0,0,4,4,4,4,4,5,1,1
0.64,1,30,2,3,1,1,1,1,1,4,4,4,4,1,5,1,1
0.22,2,30,3,4,1,2,1,1,1,4,4,4,2,2,5,1,1
0.62,1,34,3,5,2,2,1,0,0,4,4,4,4,3,5,1,1
2.42,2,26,1,5,1,2,1,0,0,1,4,4,4,4,5,1,2
1.4,2,22,2,4,2,1,0,0,0,4,4,4,4,4,5,1,2
1.56,2,55,1,1,1,1,0,0,0,4,4,4,4,2,5,2,2
2.42,2,74,1,5,2,2,1,1,0,4,4,4,4,4,5,1,2
0.74,1,21,1,5,1,2,1,1,0,4,4,4,4,4,5,1,2
0.5,1,35,1,1,1,1,1,0,1,2,1,4,4,2,5,1,1
1.42,1,42,1,5,1,2,1,0,0,2,4,4,4,4,5,1,2
0.25,2,35,3,3,2,1,0,0,0,4,4,4,4,4,5,1,1
0.94,1,28,1,1,2,1,0,0,1,4,4,4,4,2,5,2,2
0.43,1,50,1,3,1,2,1,0,0,4,3,4,4,2,5,2,2
1.18,2,21,2,3,1,1,1,1,1,1,4,1,4,1,5,1,2
1.85,1,18,1,2,2,2,0,0,0,4,4,4,4,4,5,2,2
1.08,2,35,2,3,1,1,1,0,1,4,3,4,4,3,5,1,1
1.43,2,80,1,2,2,2,1,0,0,4,1,4,4,4,5,2,2
0.38,2,19,2,5,1,1,1,1,0,1,3,4,4,4,1,1,1
0.93,2,17,2,5,2,2,1,0,0,4,4,4,4,4,5,1,1
0.97,2,22,2,4,2,2,1,0,0,4,4,4,4,4,5,1,2
1.43,2,65,1,4,1,1,1,0,0,4,4,3,4,2,5,1,2
1.03,2,17,2,2,2,1,1,1,0,4,1,4,4,4,5,2,2
0.59,2,39,3,5,2,2,1,1,1,4,4,4,1,2,2,1,1
0.96,1,44,1,5,1,1,1,0,1,4,4,4,4,1,5,1,2
0.6,2,33,1,4,1,1,1,0,1,4,4,4,4,4,5,1,2
0.69,1,21,1,1,1,1,1,0,0,4,3,4,4,4,5,2,2
1.78,2,25,1,1,1,1,1,0,0,4,4,4,4,4,5,1,2
0.87,1,38,1,4,2,2,1,0,1,4,4,4,4,4,3,2,2
2.42,2,24,1,4,1,1,0,0,1,4,4,4,4,2,5,1,2
0.84,2,28,2,5,1,2,1,1,1,1,4,4,1,1,1,1,1
1.27,2,65,1,1,2,2,0,0,0,4,4,4,4,4,5,2,2
0.61,1,38,1,2,2,1,1,0,0,4,4,4,4,4,5,2,2
0.87,2,65,1,2,1,1,1,0,1,2,4,1,4,2,5,2,2
0.32,1,19,2,4,1,1,1,0,1,4,4,4,4,3,5,2,2
0.39,1,23,2,5,2,2,1,1,0,4,4,4,4,4,5,1,1
0.24,2,33,2,4,1,1,0,1,1,2,4,4,4,2,5,1,1
2.42,1,32,1,3,1,1,0,0,1,4,4,4,3,2,4,1,2
0.31,2,40,2,5,2,1,1,0,0,4,4,4,4,1,5,2,2
0.59,2,28,1,1,1,1,1,0,1,2,4,4,4,4,1,1,2
0.46,1,28,2,4,2,2,1,0,1,4,4,4,4,4,5,1,1
0.28,2,36,2,1,1,1,1,0,0,4,4,4,4,4,5,1,2
1.75,2,20,3,5,2,2,1,1,0,4,4,4,4,4,5,1,1
1.08,1,30,1,1,1,1,1,1,1,4,4,4,4,4,5,2,2
0.71,2,29,3,5,1,2,1,1,1,1,4,4,4,1,1,1,1
1.56,1,31,1,4,1,2,1,1,1,1,4,4,4,4,5,1,2
1.02,1,22,1,3,2,2,1,0,0,4,4,4,4,4,5,1,2
0.85,2,52,2,2,2,2,1,1,1,4,3,4,4,1,3,1,1
0.73,1,30,1,2,1,1,1,0,1,4,4,4,4,4,5,2,2
0.28,2,31,3,2,1,1,0,1,1,4,4,4,4,3,5,1,2
0.87,2,50,1,5,1,2,1,0,1,4,4,4,4,1,1,1,2
0.9,2,30,1,3,2,1,0,0,0,4,4,4,4,4,5,2,2
1.14,1,45,1,3,2,1,1,0,1,4,3,4,3,4,5,1,2
1.2,2,24,2,1,1,2,0,0,1,4,4,4,4,4,5,1,2
0.43,2,36,2,1,1,1,1,1,1,2,4,4,4,2,5,1,2
0.87,1,25,1,3,2,1,1,0,1,4,4,4,4,4,5,2,2
0.41,1,25,2,2,2,1,1,0,0,4,4,4,4,4,5,2,2
0.47,2,60,2,1,1,2,0,0,1,4,4,4,4,4,5,2,2
0.83,2,30,1,5,1,2,1,0,0,4,4,4,4,4,5,1,2
1.31,2,65,1,2,1,1,1,1,1,4,4,3,4,4,5,2,2
0.95,2,51,1,2,1,1,1,1,0,4,1,4,4,4,5,1,2
0.51,1,30,2,3,1,1,1,0,1,4,4,4,4,4,3,1,1
0.96,2,28,1,5,1,1,1,0,0,2,3,4,4,4,5,2,2
2.11,1,65,1,1,2,1,1,0,0,4,1,1,4,4,5,1,2
0.95,2,52,2,3,1,2,1,0,1,3,4,4,4,2,4,1,1
0.59,1,25,1,1,1,1,1,0,1,4,3,4,4,4,5,2,2
2.42,2,22,2,5,1,2,1,0,0,4,4,4,4,4,5,1,1
1.85,1,20,1,1,2,1,0,0,0,4,4,4,4,4,5,2,2
0.59,1,17,2,3,1,1,1,0,0,4,3,4,4,4,5,2,2
1.27,2,27,2,4,1,1,1,1,1,4,4,4,4,2,5,1,2
2.42,1,44,1,2,1,2,1,1,1,4,4,1,4,4,5,1,2
1.1,1,34,1,1,2,1,1,0,0,4,4,4,4,4,5,2,2
0.7,2,26,2,2,1,2,1,0,1,1,1,1,4,1,1,1,2
1.42,2,62,2,1,2,1,1,1,1,5,5,5,5,3,6,1,1
0.75,2,45,1,5,1,1,1,0,1,4,4,4,4,1,5,1,2
0.33,2,30,2,5,1,1,1,1,0,4,4,4,4,2,5,1,1
2.42,2,32,2,3,1,2,1,0,1,4,4,4,4,4,5,1,1
1.25,2,52,1,4,1,2,1,1,1,5,4,4,4,4,5,1,2
0.84,1,35,1,4,2,1,1,0,1,4,4,4,4,4,5,1,2
0.65,1,50,2,4,2,2,1,1,0,4,4,4,4,4,5,1,1
0.22,2,20,3,5,2,1,1,0,0,4,1,4,4,4,5,1,1
0.53,2,20,3,5,1,1,1,0,0,4,1,4,4,4,5,1,1
1.06,1,27,1,1,2,1,1,0,0,4,4,4,4,4,5,2,2
1.51,2,66,1,2,1,2,0,1,1,4,4,4,4,4,1,1,2
1.67,2,22,1,1,2,2,1,0,0,3,4,4,4,4,1,2,2
0.62,2,19,2,3,1,1,0,0,0,4,4,4,4,4,5,1,1
1.31,1,60,1,2,2,2,1,0,0,4,4,3,4,4,5,1,3
0.43,1,17,2,5,1,2,0,0,0,4,4,4,4,3,5,1,1
0.28,2,23,2,1,1,2,1,1,1,1,1,4,4,4,5,1,1
0.62,2,25,2,4,2,2,1,0,1,4,4,4,4,4,5,1,1
0.27,2,45,2,4,1,1,1,0,1,4,4,4,4,4,5,1,2
0.5,1,30,2,3,1,1,1,1,1,4,4,4,4,4,5,1,2
0.95,1,32,1,4,1,1,0,0,1,4,4,4,4,4,3,2,2
0.53,1,34,2,1,2,2,1,1,0,4,4,4,4,4,5,1,1
1.25,1,35,1,2,2,1,1,1,0,4,4,4,4,4,5,2,2
0.54,2,25,2,3,1,1,1,0,0,4,4,4,4,4,5,1,1
0.53,2,40,2,2,2,2,1,0,0,4,4,4,4,4,5,1,2
0.54,2,45,2,4,1,1,1,1,0,2,3,4,2,4,5,1,2
1.54,2,38,1,2,1,2,0,1,0,4,4,4,4,4,5,1,2
0.45,2,40,2,4,1,1,1,1,1,4,4,4,1,3,1,1,1
0.29,1,35,2,3,2,1,1,0,0,4,4,4,4,4,3,2,2
1.0,2,18,1,2,1,1,1,0,1,4,4,4,4,4,5,1,2
0.29,1,45,1,5,2,2,0,1,0,4,4,4,4,4,5,2,2
1.28,1,21,2,4,2,2,0,0,0,4,4,4,4,4,5,2,2
0.74,2,40,1,2,1,1,1,0,1,4,4,2,4,4,5,1,2
1.62,1,22,3,5,1,2,1,0,0,4,1,4,4,4,1,1,1
1.55,1,35,1,3,1,1,1,1,1,4,1,4,4,1,1,2,2
0.6,2,32,1,3,1,2,1,0,1,1,4,4,4,2,5,1,1
0.4,1,23,3,4,1,1,1,1,1,4,3,4,4,4,1,1,1
0.55,2,21,3,5,2,2,1,0,1,4,4,4,4,1,1,1,1
0.27,1,22,3,3,2,1,1,0,0,4,4,4,4,1,5,1,1
1.11,1,20,3,2,1,2,1,0,0,4,4,4,2,4,5,1,2
0.47,2,38,2,5,1,2,1,1,1,1,4,4,4,2,1,1,1
0.79,2,22,3,5,2,2,1,1,0,4,4,4,4,4,3,1,1
0.98,1,17,2,2,1,2,1,0,1,4,4,4,4,4,5,1,2
0.59,2,54,1,2,2,1,1,0,0,4,4,4,4,4,5,1,2
0.59,2,31,3,5,1,1,1,0,0,4,4,4,4,4,5,1,1
0.86,1,44,1,4,1,1,1,0,0,4,1,1,4,4,5,2,2
0.33,2,32,2,1,1,1,1,1,1,1,4,4,4,2,5,2,2
1.12,2,50,1,4,2,2,0,0,0,4,4,4,4,4,5,1,1
0.43,2,21,2,5,2,2,1,0,0,1,4,4,4,4,5,1,1
0.92,2,40,1,4,1,2,1,1,0,1,4,4,4,4,5,1,2
0.48,2,50,1,1,1,1,1,0,1,4,4,4,4,4,5,1,2
1.28,1,51,2,5,2,2,1,1,1,4,4,4,4,1,1,1,1
0.61,2,30,1,1,1,1,1,0,1,2,4,4,4,4,5,1,2
0.22,2,30,3,2,1,1,1,0,1,4,4,4,4,4,4,1,2
1.49,1,16,2,3,2,2,0,0,0,4,4,4,4,2,5,2,2
0.95,2,30,2,4,1,2,1,0,0,4,4,4,4,4,5,1,1
0.99,1,22,1,3,2,2,1,0,1,4,4,4,4,2,5,1,2
0.44,2,20,2,3,2,1,1,0,1,4,4,4,4,4,5,2,2
2.42,2,24,1,5,1,1,0,0,0,3,4,4,4,4,4,1,2
0.88,1,34,1,1,1,1,1,0,1,4,4,4,4,4,5,2,2
0.86,2,30,1,2,1,1,1,0,0,4,4,4,4,4,5,1,2
1.3,1,16,2,5,2,2,1,0,0,4,4,4,4,4,5,1,1
0.53,1,35,2,1,1,1,1,0,0,2,4,4,4,4,4,1,2
1.19,1,45,1,1,2,1,1,0,1,4,3,4,4,4,5,1,2
0.8,2,32,2,4,1,1,0,1,0,4,4,4,4,4,5,2,2
1.15,1,22,2,4,1,2,1,1,0,2,4,4,4,4,5,1,1
0.5,2,62,2,2,1,1,1,0,1,4,4,1,4,4,5,1,2
1.03,2,48,1,5,1,2,0,1,1,4,4,4,4,4,5,1,2
1.8,2,19,2,5,1,2,1,0,1,2,4,4,4,2,5,1,1
0.58,2,29,2,4,1,2,1,0,1,3,4,4,4,2,5,1,2
0.48,2,53,1,4,1,2,1,1,1,1,4,4,4,4,5,2,2
0.71,1,16,2,5,2,2,1,0,0,4,4,4,4,4,5,2,2
0.29,2,38,2,5,1,1,1,0,0,2,1,4,4,2,5,1,1
0.8,2,58,2,5,1,1,1,0,1,4,4,4,4,2,4,1,2
2.08,1,30,1,4,1,2,1,0,1,2,4,4,4,4,4,1,2
0.5,2,35,1,2,1,1,1,0,0,2,4,4,4,4,5,2,2
2.42,1,16,2,3,2,2,1,0,0,4,1,4,4,4,5,2,2
0.9,1,40,1,3,2,2,1,0,0,4,1,1,4,2,5,2,2
1.84,2,39,1,3,2,1,0,0,0,4,4,4,4,4,5,2,2
0.38,1,21,3,4,2,1,1,0,0,4,2,4,4,3,5,1,1
1.33,1,39,1,5,1,2,1,1,1,2,4,4,4,4,5,1,2
0.24,2,38,3,4,1,1,1,0,0,1,4,4,4,4,1,1,1
0.59,1,32,1,1,2,1,1,0,1,4,4,4,2,4,3,1,2
2.21,1,38,1,1,2,1,1,0,1,4,1,4,4,4,3,1,2
0.82,2,23,2,3,2,1,1,0,1,4,4,4,4,3,5,1,2
0.39,1,32,2,3,2,2,0,0,1,4,4,4,4,4,5,2,2
0.59,1,65,1,4,2,1,1,1,1,4,4,4,4,4,5,2,2
0.22,1,32,3,1,2,1,0,0,0,4,4,4,4,4,5,1,2
0.57,2,60,1,2,1,1,1,0,1,4,4,4,4,4,3,2,2
0.63,1,38,1,4,2,2,1,0,0,4,4,4,4,4,5,1,1
2.42,1,62,1,5,2,2,1,0,1,4,4,4,4,4,5,1,2
0.53,2,35,2,2,2,2,1,0,0,4,4,4,4,4,5,1,1
0.46,2,35,2,3,1,2,1,0,1,1,4,4,4,2,5,1,1
0.4,2,58,2,4,2,1,1,0,0,4,4,4,2,2,5,1,2
0.64,2,50,1,1,2,2,1,0,0,4,4,4,4,4,5,2,2
0.66,2,29,2,5,1,2,1,0,0,4,4,4,4,4,5,1,1
2.42,2,40,1,1,1,1,1,0,1,1,4,4,4,4,5,1,2
0.62,1,40,2,1,1,1,1,0,1,4,4,4,4,4,5,1,1
1.08,1,16,1,3,1,1,1,0,0,4,4,4,4,4,5,2,2
0.6,2,24,2,5,1,2,1,0,0,4,3,4,4,4,5,2,2
1.13,2,19,2,3,1,1,1,0,0,3,4,4,4,4,5,1,1
0.87,2,70,1,3,2,1,1,0,1,4,4,4,4,4,5,2,2
0.72,1,45,1,2,2,1,1,0,1,4,4,4,4,4,5,1,2
1.6,1,27,1,3,2,1,1,0,0,4,4,4,4,4,5,2,2
0.58,1,50,1,3,2,1,1,0,1,4,4,4,4,2,5,1,2
2.24,1,30,1,3,2,1,1,1,1,4,4,4,4,4,3,1,2
0.59,2,55,1,4,1,1,1,0,0,4,4,4,4,4,5,1,2
1.36,2,60,1,4,1,1,1,0,0,3,4,3,4,4,5,1,2
0.61,1,17,2,1,1,1,1,0,1,4,4,4,4,4,5,1,1
1.55,1,55,1,3,2,2,1,0,0,4,4,4,4,2,5,2,2
1.35,2,20,3,4,2,1,1,0,1,4,4,4,4,4,5,1,1
0.88,1,30,1,1,1,1,1,0,1,2,1,4,4,2,5,1,2
1.03,2,55,1,2,1,1,1,0,0,2,4,4,2,4,5,2,2
1.07,1,48,1,2,2,1,1,0,0,4,4,4,4,4,3,2,2
0.42,1,25,3,2,1,1,1,0,1,4,4,4,4,4,5,1,2
0.82,1,26,2,2,2,1,1,0,1,4,4,4,4,4,5,1,1
1.2,1,42,1,4,2,1,1,0,0,4,4,4,4,4,5,1,2
0.64,1,28,2,5,1,2,1,1,1,1,1,4,4,4,3,1,1
0.3,1,42,3,1,2,1,1,0,0,4,4,4,4,4,5,1,1
0.64,1,31,1,1,2,1,0,0,1,4,4,4,4,4,5,1,2
0.29,2,25,3,2,2,1,1,0,1,4,4,4,2,4,5,1,1
0.53,2,54,2,3,1,1,1,0,1,3,3,4,4,4,4,2,2
0.99,1,29,2,3,1,1,1,1,1,4,1,1,4,4,5,1,2
0.48,2,35,2,4,1,2,1,1,0,4,4,4,4,1,5,1,1
0.81,2,36,2,5,2,1,1,1,1,4,2,4,3,4,5,1,2
1.75,2,65,1,2,1,1,1,0,0,4,4,4,3,4,5,1,1
0.33,1,45,2,2,1,1,1,0,1,4,4,4,4,2,5,1,1
0.96,2,45,2,5,1,2,1,1,1,4,4,4,1,1,1,1,1
1.5,2,35,1,4,1,2,1,0,1,4,4,4,4,4,1,1,1
1.88,2,51,1,5,1,1,1,1,1,1,1,1,4,2,5,2,2
0.83,2,22,2,5,1,2,0,1,0,4,4,4,4,4,5,1,1
0.56,2,20,2,2,1,2,1,1,1,4,3,4,4,4,5,1,2
0.9,1,25,1,1,2,2,1,0,0,4,4,4,4,4,5,1,2
1.67,2,15,1,4,1,1,0,0,0,4,4,4,2,4,5,2,2
0.99,1,26,1,3,2,2,0,0,1,4,4,4,4,4,5,2,2
0.82,2,20,2,4,2,1,0,0,0,4,4,4,4,4,5,1,2
1.18,2,19,2,4,2,2,1,0,0,4,4,4,4,4,5,1,1
0.22,2,29,2,1,1,1,1,0,1,4,4,4,4,4,5,1,1
1.14,2,46,1,1,1,1,0,0,0,4,4,4,4,4,5,2,2
2.04,2,46,1,4,2,2,1,0,1,4,4,4,4,4,5,1,2
0.53,2,34,2,3,1,2,1,1,1,4,4,4,4,4,5,1,1
0.27,2,35,2,3,2,1,1,0,0,4,4,4,4,4,5,1,1
2.42,1,20,1,1,1,1,1,0,1,5,5,4,4,4,6,2,2
1.34,1,30,1,4,2,2,1,0,1,4,4,4,4,4,5,1,2
1.67,1,70,1,1,2,1,1,0,0,4,4,1,4,4,5,2,2
0.64,2,58,2,4,2,1,1,0,0,4,1,4,2,4,5,1,2
0.91,1,30,1,1,1,1,1,0,1,4,4,4,4,3,5,2,2
0.35,1,57,3,4,2,2,0,1,0,4,4,4,4,3,5,1,1
0.96,2,50,1,1,2,1,0,0,0,4,4,4,4,2,5,2,2
2.42,2,60,1,1,1,1,1,0,1,4,4,4,4,4,3,1,2
0.61,2,20,2,4,1,1,0,0,0,4,4,4,4,4,5,1,2
2.42,1,50,1,3,1,2,1,0,1,4,3,4,4,4,5,1,2
0.73,1,30,1,3,1,1,1,0,1,3,4,4,4,4,5,1,2
1.01,2,19,2,2,1,1,1,0,1,2,4,4,4,4,5,1,2
0.87,1,25,1,3,2,1,1,0,0,4,4,4,4,4,5,2,2
0.24,2,27,3,5,1,1,1,0,0,4,4,4,4,4,5,1,1
0.69,1,26,2,3,1,1,1,0,0,4,4,4,4,4,5,1,2
0.42,2,45,1,5,2,2,0,1,0,4,4,4,4,2,5,2,2
1.05,2,26,2,5,1,2,1,0,0,1,4,4,4,4,2,1,1
0.72,1,27,1,2,1,1,1,0,0,4,4,4,4,4,5,1,1
0.22,2,32,3,2,1,1,0,0,0,4,4,4,4,4,5,1,2
0.61,2,40,2,2,1,1,1,1,0,4,4,4,4,2,5,1,2
1.18,1,24,1,3,2,2,1,0,1,4,4,4,4,4,4,2,2
1.25,2,44,1,3,1,1,1,1,1,2,4,4,2,4,5,1,2
0.37,2,45,1,4,1,2,1,0,1,4,4,4,4,2,3,1,2
0.22,1,25,2,4,1,1,1,0,0,4,4,4,4,4,5,1,2
1.07,2,62,1,1,1,2,0,0,0,4,4,4,4,4,5,2,2
0.61,2,26,1,3,1,1,1,0,1,4,1,4,4,4,5,1,2
0.88,1,59,1,3,1,1,1,1,1,4,4,1,4,2,5,2,2
1.18,2,49,1,2,1,1,0,0,0,2,4,4,4,4,5,2,2
0.83,2,17,2,3,1,1,0,0,0,4,4,4,4,4,5,1,1
1.1,1,30,1,1,1,1,1,0,1,2,4,4,4,4,5,2,2
0.23,2,30,2,1,1,2,1,0,1,4,4,4,4,4,5,1,2
1.38,1,65,1,1,2,1,1,0,0,4,4,4,4,4,5,2,2
0.39,1,15,2,5,1,2,1,0,0,4,3,4,4,4,5,1,2
0.75,1,30,1,3,2,2,0,0,0,4,4,4,4,2,5,2,2
0.83,1,28,2,3,2,1,1,0,0,4,4,4,4,4,5,1,2
0.22,2,45,2,2,1,1,1,0,0,4,4,4,4,4,5,1,2
0.22,1,56,2,3,1,1,1,0,0,4,4,4,2,4,5,1,2
0.53,2,47,2,2,1,2,0,0,0,4,4,4,4,4,5,1,1
0.52,1,42,2,4,2,1,1,1,1,1,4,4,4,3,5,2,2
0.56,2,30,1,3,1,2,0,0,0,4,4,4,4,2,5,2,2
1.34,1,19,1,4,2,1,1,1,0,4,4,1,2,1,3,2,2
0.73,1,25,1,4,2,2,0,0,0,4,4,4,4,4,5,2,2
0.65,1,26,2,4,2,2,1,0,0,2,4,4,4,4,5,1,1
0.62,2,35,1,2,1,2,1,0,0,4,4,4,4,4,5,2,2
2.42,2,16,1,3,1,2,1,1,1,3,4,4,4,2,4,2,2
0.61,2,28,3,5,1,1,1,0,0,4,4,4,4,1,2,1,1
0.81,2,47,2,5,1,2,0,0,0,4,4,4,4,4,5,1,1
0.22,2,28,3,3,1,1,1,0,0,4,4,4,4,4,5,1,1
0.49,1,48,1,4,2,1,1,1,1,4,4,4,4,2,5,2,2
0.55,1,18,2,5,1,2,1,0,1,4,2,4,1,1,1,1,2
0.64,1,25,1,1,2,1,1,0,1,4,4,4,4,2,5,1,2
1.14,1,50,1,1,1,1,1,0,0,4,4,4,4,4,5,2,2
0.8,2,49,1,3,1,1,1,0,1,4,4,4,4,4,5,1,2
2.32,2,65,1,4,1,2,1,0,1,4,4,4,4,4,3,1,2
1.59,1,60,1,2,2,1,1,0,0,4,4,4,4,4,5,2,2
0.87,2,35,1,3,1,2,1,0,1,4,4,4,4,2,4,2,2
0.62,1,30,1,2,1,2,1,0,0,4,4,4,4,4,5,1,2
0.39,1,17,2,3,2,1,1,0,1,4,4,4,4,4,5,1,2
2.42,1,26,1,2,1,2,1,0,1,4,4,4,4,4,5,2,2
0.22,2,56,2,5,1,1,1,1,0,1,4,4,4,2,5,1,1
1.22,1,16,2,3,2,2,1,0,0,4,4,4,4,4,5,1,1
0.59,1,29,1,3,1,1,1,0,0,4,4,4,4,4,5,1,2
0.24,1,41,3,3,2,1,1,1,0,4,4,4,4,4,5,1,1
0.72,2,45,2,3,1,2,1,1,1,2,1,4,2,2,3,1,2
0.88,2,20,2,4,2,2,1,1,0,4,3,4,4,1,5,1,1
0.83,2,62,2,1,2,1,1,0,0,4,1,4,2,4,5,1,2
1.15,1,40,5,2,2,1,0,0,0,4,3,4,4,4,5,1,2
0.96,1,24,2,5,2,2,1,1,1,1,4,4,4,1,5,1,2
0.88,1,15,2,5,2,2,0,0,0,4,4,4,4,4,5,2,2
0.65,2,30,1,4,1,1,1,0,0,4,4,4,4,4,5,1,2
1.59,1,60,1,2,2,1,1,0,0,4,4,1,4,4,5,2,2
0.71,2,27,3,5,1,2,1,1,0,1,1,4,4,2,5,1,1
0.28,1,40,2,3,1,2,1,0,1,4,4,4,4,1,5,1,1
0.94,1,16,2,2,2,1,0,0,0,4,4,4,4,4,5,2,2
0.71,2,62,2,2,2,2,1,1,0,4,3,4,4,2,4,1,1
0.95,2,21,1,2,1,2,0,0,0,4,4,4,4,4,5,1,2
0.92,1,19,2,1,2,1,1,0,0,4,3,4,4,4,5,2,2
0.37,2,48,1,4,2,2,0,0,0,4,4,2,4,4,5,2,2
1.06,1,60,5,4,2,1,0,0,0,4,4,4,4,4,5,1,2
0.22,2,45,2,3,1,1,1,0,0,4,4,4,2,2,5,1,2
1.4,2,58,2,5,1,2,1,1,1,4,4,4,4,4,5,1,1
0.48,2,52,1,1,2,1,1,0,0,4,4,4,4,4,5,2,2
0.3,2,36,2,1,2,1,1,0,0,4,4,3,4,4,5,1,2
0.29,1,16,2,3,2,1,0,0,0,4,4,4,4,2,5,1,2
0.47,1,40,1,2,2,2,1,1,1,4,1,1,4,2,3,1,2
0.9,1,55,1,3,2,2,1,0,1,2,4,4,4,2,5,2,2
0.59,1,32,1,1,1,1,1,0,1,2,3,4,2,4,5,1,2
0.82,2,42,2,5,1,2,1,1,1,4,4,4,4,1,3,1,2
0.22,2,24,2,3,1,1,0,0,0,4,4,4,4,4,5,1,2
0.61,1,36,1,1,2,1,1,1,1,3,4,4,4,4,5,1,2
2.19,2,17,2,5,2,2,1,0,0,4,4,4,4,1,1,1,1
1.9,1,36,1,2,1,2,1,1,0,1,4,4,4,4,5,1,2
1.25,1,35,1,2,2,1,1,1,0,4,1,4,4,4,5,1,1
1.0,2,85,1,2,2,2,1,0,0,4,3,3,4,4,5,2,2
2.13,2,18,1,1,2,1,1,1,1,3,3,4,2,4,5,2,2
1.35,1,35,1,1,1,1,1,0,0,4,1,4,4,4,5,2,2
0.7,1,25,3,5,2,2,1,1,0,4,4,4,4,1,5,1,1
2.19,1,70,1,2,1,1,0,0,1,4,3,4,4,4,5,1,3
0.75,1,20,2,4,2,1,1,0,0,2,4,4,4,4,5,1,2
0.92,1,28,1,2,2,2,1,0,0,4,1,4,4,2,5,1,1
1.65,1,21,2,3,1,2,1,1,1,4,2,4,4,1,5,1,1
1.49,2,18,1,5,2,2,0,0,1,4,2,2,4,2,5,2,2
1.31,2,20,2,3,1,2,1,0,1,4,4,4,4,2,5,1,1
0.62,1,17,2,5,2,1,1,0,0,4,4,4,4,2,5,2,2
1.09,2,35,2,5,1,1,1,1,1,1,4,4,4,1,5,1,1
1.13,1,27,1,5,2,1,0,0,0,4,4,4,4,4,5,2,2
0.94,1,43,1,3,1,2,1,1,0,4,4,4,4,4,5,1,2
1.43,2,54,1,3,1,1,1,0,1,4,4,4,4,4,1,2,2
0.72,2,22,2,5,1,2,1,0,0,3,4,4,4,4,5,1,1
0.82,1,40,1,3,1,1,1,0,0,4,4,3,4,3,5,2,2
1.3,2,30,1,1,1,1,1,0,1,4,4,4,4,4,5,1,2
1.34,1,15,1,1,2,1,0,0,0,4,4,4,2,4,5,2,2
2.16,2,25,1,1,1,2,1,0,0,4,4,4,4,4,5,1,2
0.41,2,40,2,3,1,2,1,0,1,4,4,4,4,2,5,1,2
0.95,2,26,1,4,1,2,0,1,1,4,4,4,4,4,3,1,1
1.43,2,27,1,1,1,1,1,0,1,4,4,4,4,4,5,2,2
2.42,2,21,1,3,1,2,1,0,0,2,4,4,4,4,5,1,2
0.71,1,42,1,4,2,2,1,1,1,4,4,4,4,4,5,1,2
0.44,1,56,3,3,2,1,1,1,0,4,4,4,4,1,1,1,1
