wgt,gender,age,ed_lvl,income_q,employed,rural,account,savings,loans,mobile,internet,wages_2,wages_3,wages_4,transfers_2,transfers_3,transfers_4,pension_2,pension_3,pension_4,agri_sale_2,agri_sale_3,agri_sale_4,utilities_2,utilities_3,utilities_4,remittances_2,remittances_3,remittances_4,age_sqrt
1.56,0,27,1,4,1,1,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.196152422706632
0.9,1,28,1,5,0,1,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.291502622129181
0.74,0,35,1,1,0,0,1,1,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,5.916079783099616
0.22,1,40,2,3,1,0,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,6.324555320336759
0.74,0,35,1,2,1,0,1,0,0,0,1,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,5.916079783099616
1.73,0,25,1,3,0,0,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.0
0.96,1,22,2,5,1,0,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.69041575982343
2.05,0,22,1,2,0,0,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.69041575982343
0.96,0,41,1,1,1,0,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,6.4031242374328485
0.41,1,30,2,1,0,1,0,0,1,0,1,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.477225575051661
0.32,1,21,2,3,1,1,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.58257569495584
0.84,1,22,1,3,0,1,0,0,1,0,0,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,4.69041575982343
0.41,0,45,2,4,1,0,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,6.708203932499369
0.7,1,35,2,5,0,1,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.916079783099616
0.35,1,50,2,1,0,1,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7.0710678118654755
0.7,1,43,2,1,0,0,1,0,1,0,1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,6.557438524302
2.42,0,60,1,1,1,0,1,0,1,0,1,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,7.745966692414834
0.82,1,23,2,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.795831523312719
0.9,0,55,1,1,1,1,1,0,1,1,1,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,7.416198487095663
1.7,1,30,2,5,0,0,1,0,0,0,0,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,5.477225575051661
1.75,1,70,1,1,1,0,1,0,1,0,1,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,8.366600265340756
0.64,1,18,2,3,0,1,1,1,1,0,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,4.242640687119285
0.59,0,33,1,2,0,0,1,0,1,0,1,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,5.744562646538029
1.75,1,22,1,2,1,1,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.69041575982343
1.67,0,58,1,4,0,0,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,7.615773105863909
0.22,1,45,3,5,0,1,1,1,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,6.708203932499369
1.1,1,30,1,1,1,1,0,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.477225575051661
1.25,0,40,1,1,0,0,1,0,1,0,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,6.324555320336759
0.22,1,29,3,5,0,0,1,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,5.385164807134504
0.22,0,47,2,3,1,0,1,1,1,0,1,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,6.855654600401044
1.67,1,17,1,2,0,0,1,0,0,0,0,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,4.123105625617661
1.5,1,35,1,1,1,0,1,1,1,0,0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,5.916079783099616
0.32,0,30,1,4,1,0,1,0,1,0,1,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,5.477225575051661
0.72,1,32,2,1,0,0,1,1,0,0,0,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,5.656854249492381
0.41,0,20,2,2,1,0,1,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,4.47213595499958
0.61,1,40,1,3,1,1,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,6.324555320336759
0.92,0,28,2,3,0,1,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.291502622129181
1.45,1,55,1,5,0,0,1,0,1,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,7.416198487095663
1.93,0,57,1,4,0,1,1,0,0,1,1,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,7.54983443527075
0.4,0,29,2,2,1,0,0,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.385164807134504
1.13,0,30,1,3,0,1,1,1,1,1,1,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,5.477225575051661
0.28,1,35,2,3,0,0,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.916079783099616
0.59,0,15,2,2,1,0,1,1,1,0,1,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,3.872983346207417
0.87,0,25,1,4,1,0,0,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.0
1.07,0,45,1,3,0,0,1,0,0,1,1,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,6.708203932499369
0.72,1,32,1,4,0,0,1,0,1,0,1,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,5.656854249492381
0.54,0,42,1,4,0,0,1,1,1,0,1,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,6.48074069840786
1.24,1,17,2,5,0,1,1,0,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,4.123105625617661
2.42,0,17,1,1,0,1,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.123105625617661
0.37,1,49,2,4,0,0,1,0,0,0,0,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,7.0
1.87,1,23,2,5,1,0,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.795831523312719
1.11,0,35,1,2,1,0,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.916079783099616
2.42,1,53,1,2,0,0,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7.280109889280518
0.72,0,45,1,1,1,1,1,0,0,1,1,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,6.708203932499369
0.37,0,50,1,4,0,1,1,1,1,0,1,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,7.0710678118654755
0.6,0,31,3,5,0,1,1,1,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.5677643628300215
1.13,0,30,1,5,0,1,1,1,1,0,1,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,5.477225575051661
1.05,0,21,1,4,0,1,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.58257569495584
2.42,1,49,1,5,0,1,1,1,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7.0
0.96,0,28,1,2,0,0,1,1,1,0,1,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,5.291502622129181
1.04,1,31,1,3,0,1,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.5677643628300215
1.43,1,31,1,2,0,0,1,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,5.5677643628300215
0.72,0,26,1,3,1,0,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.0990195135927845
0.25,1,58,3,1,0,0,1,0,1,0,1,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,7.615773105863909
0.81,0,35,1,1,0,0,1,1,1,1,1,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,5.916079783099616
0.62,1,58,1,2,1,0,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,7.615773105863909
2.2,1,42,2,3,0,0,0,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,6.48074069840786
0.49,1,28,2,4,0,1,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.291502622129181
0.84,0,60,1,2,1,0,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7.745966692414834
0.81,0,35,1,4,0,0,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.916079783099616
0.56,0,33,1,4,1,1,1,1,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.744562646538029
0.28,1,32,2,4,0,0,1,1,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,5.656854249492381
0.97,1,47,1,1,0,1,0,0,0,1,1,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,6.855654600401044
0.28,1,39,2,3,1,0,1,0,0,0,1,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,6.244997998398398
2.42,0,19,2,5,1,1,1,0,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.358898943540674
1.08,0,32,1,2,1,0,1,1,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.656854249492381
0.82,0,35,1,2,1,0,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,5.916079783099616
1.56,0,29,1,5,1,1,1,1,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,5.385164807134504
1.03,0,60,1,2,1,0,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7.745966692414834
1.21,1,42,1,4,0,0,0,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,6.48074069840786
0.84,0,38,2,4,0,0,1,1,1,0,0,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,6.164414002968976
0.68,0,65,1,5,0,1,1,0,0,0,1,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,8.06225774829855
2.42,1,27,1,5,0,1,1,0,1,0,0,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,5.196152422706632
0.99,0,24,1,2,1,0,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.898979485566356
0.7,1,24,3,5,1,1,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.898979485566356
2.42,0,32,1,3,0,1,1,0,1,0,1,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,5.656854249492381
0.45,1,38,2,5,0,0,1,1,1,0,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,6.164414002968976
0.22,1,18,2,4,1,0,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.242640687119285
0.89,0,45,1,2,0,0,1,1,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,6.708203932499369
1.28,0,18,2,5,0,1,0,0,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.242640687119285
1.84,1,38,1,1,0,1,1,0,1,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,6.164414002968976
0.75,0,49,1,3,0,0,0,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,7.0
1.59,1,20,3,5,0,1,1,1,0,0,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,4.47213595499958
0.41,0,21,3,2,0,0,1,0,0,0,0,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,4.58257569495584
0.22,1,41,3,1,0,0,1,0,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,6.4031242374328485
1.86,0,22,2,3,0,0,0,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.69041575982343
0.96,1,29,2,5,0,1,1,0,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,5.385164807134504
1.09,1,20,1,5,1,0,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,4.47213595499958
0.52,1,30,3,5,0,1,1,1,0,0,0,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,5.477225575051661
0.34,1,19,2,2,0,0,0,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.358898943540674
0.55,0,42,1,3,0,0,1,0,1,0,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,6.48074069840786
2.42,0,16,1,1,0,1,0,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.0
1.48,0,16,1,1,1,0,0,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.0
0.92,1,35,1,2,1,1,1,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,5.916079783099616
1.46,1,20,1,4,1,0,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.47213595499958
1.97,1,22,2,4,0,1,1,1,1,0,1,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,4.69041575982343
0.99,0,22,1,1,1,1,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,4.69041575982343
2.07,1,15,1,4,1,1,0,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,3.872983346207417
0.22,1,19,3,4,0,0,1,0,1,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,4.358898943540674
1.42,1,28,1,4,1,0,1,0,0,1,1,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,5.291502622129181
0.56,1,25,1,4,1,1,1,0,0,1,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,5.0
0.59,0,72,2,5,1,1,1,1,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,8.48528137423857
0.33,1,19,2,4,1,0,1,1,1,0,0,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,4.358898943540674
0.88,0,30,3,5,0,0,1,1,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,5.477225575051661
0.35,0,45,2,3,0,1,1,0,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,6.708203932499369
1.25,0,40,1,1,1,0,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,6.324555320336759
1.48,0,58,1,2,0,0,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7.615773105863909
1.18,0,18,2,4,1,1,1,0,0,0,0,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,4.242640687119285
0.95,1,30,2,3,0,0,0,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.477225575051661
0.69,1,49,2,4,0,0,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,7.0
0.25,1,25,3,5,0,0,1,0,0,0,0,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,5.0
1.18,1,76,1,2,0,0,1,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,8.717797887081348
1.1,0,33,1,2,1,1,1,0,0,1,1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,5.744562646538029
1.83,1,28,1,1,0,0,1,0,0,0,1,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,5.291502622129181
0.6,1,47,1,5,0,0,1,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,6.855654600401044
0.28,0,26,3,4,1,1,0,0,0,0,0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.0990195135927845
0.71,1,28,2,5,0,1,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.291502622129181
0.62,0,50,1,1,1,1,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7.0710678118654755
1.84,0,40,1,2,0,0,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,6.324555320336759
1.78,0,67,1,4,0,0,1,0,0,1,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,8.18535277187245
0.33,1,43,2,3,0,0,1,0,1,1,1,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,6.557438524302
0.43,1,17,2,4,1,0,0,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,4.123105625617661
1.18,1,20,3,5,1,1,1,1,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.47213595499958
0.73,1,29,1,1,1,0,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.385164807134504
0.71,1,35,1,5,1,1,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.916079783099616
1.73,0,18,1,3,0,0,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,4.242640687119285
0.81,1,49,2,5,0,0,1,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.0
0.22,0,50,2,4,1,0,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7.0710678118654755
0.86,1,30,1,4,1,0,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.477225575051661
1.19,1,21,2,5,0,1,1,1,1,0,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,4.58257569495584
2.36,0,53,1,4,1,1,1,0,0,0,1,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,7.280109889280518
0.49,1,53,3,5,1,0,0,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7.280109889280518
1.09,1,55,2,5,0,1,0,0,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,7.416198487095663
0.59,0,30,1,3,0,0,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,5.477225575051661
1.11,0,55,2,4,1,0,0,1,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7.416198487095663
1.04,1,33,3,5,1,1,1,1,0,0,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,5.744562646538029
0.74,1,37,1,3,1,0,1,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,6.082762530298219
0.54,1,31,2,5,0,0,1,0,1,0,0,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,5.5677643628300215
2.42,1,37,2,5,1,1,1,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,6.082762530298219
1.33,0,32,2,1,0,0,1,1,0,0,0,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,5.656854249492381
0.55,0,21,3,3,1,0,1,1,0,0,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,4.58257569495584
0.81,1,26,2,5,0,1,1,0,1,0,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,5.0990195135927845
0.4,1,34,2,3,0,0,1,0,1,0,1,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,5.830951894845301
0.85,1,46,1,5,0,0,1,0,0,0,1,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,6.782329983125268
1.85,1,55,1,4,0,0,0,1,0,1,1,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,7.416198487095663
1.27,0,38,2,1,0,1,1,1,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,6.164414002968976
0.87,0,35,1,4,1,1,1,1,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.916079783099616
0.61,1,36,1,1,1,1,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,6.0
0.42,1,50,2,5,0,0,1,1,1,0,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7.0710678118654755
0.99,1,22,1,2,1,0,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.69041575982343
1.64,0,42,2,3,0,1,0,0,1,0,1,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,6.48074069840786
0.72,1,67,1,2,1,0,1,0,0,0,1,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,8.18535277187245
1.59,0,75,1,1,1,0,1,0,0,1,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,8.660254037844387
0.22,1,35,2,5,0,0,1,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,5.916079783099616
1.05,1,65,1,4,1,0,1,1,0,1,1,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,8.06225774829855
1.48,0,35,1,3,0,0,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.916079783099616
1.53,1,20,1,3,0,0,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.47213595499958
0.7,1,25,3,5,0,1,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,5.0
0.33,0,22,3,5,1,0,1,0,0,0,1,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,4.69041575982343
1.07,0,55,1,2,0,1,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,7.416198487095663
1.56,1,39,1,2,1,1,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,6.244997998398398
2.42,0,16,1,3,1,1,1,0,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,4.0
0.24,1,29,3,4,0,0,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.385164807134504
2.42,1,28,2,4,0,1,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,5.291502622129181
0.22,1,28,3,5,0,1,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.291502622129181
1.57,1,20,1,2,1,1,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,4.47213595499958
0.24,0,52,1,3,1,0,1,1,1,1,1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,7.211102550927978
1.33,0,50,1,1,0,0,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7.0710678118654755
0.47,0,48,2,5,1,1,1,1,1,0,0,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,6.928203230275509
0.66,1,60,1,1,0,1,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7.745966692414834
0.82,1,24,3,4,0,0,1,0,1,0,0,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,4.898979485566356
0.95,1,45,2,5,0,1,1,1,1,0,1,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,6.708203932499369
0.58,1,50,1,2,1,0,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7.0710678118654755
0.68,0,45,2,4,0,0,1,1,1,0,0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,6.708203932499369
0.91,0,49,1,2,0,0,1,1,1,1,1,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7.0
1.11,0,38,1,2,0,0,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,6.164414002968976
1.03,1,18,1,4,0,0,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.242640687119285
0.94,1,30,1,1,1,0,1,0,1,1,1,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,5.477225575051661
1.4,0,33,1,3,0,0,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.744562646538029
0.75,1,17,2,1,1,1,0,0,1,0,1,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,4.123105625617661
0.87,1,49,1,5,0,1,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7.0
1.62,1,24,1,4,0,1,0,0,1,0,1,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.898979485566356
1.08,0,30,1,3,1,1,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.477225575051661
0.65,1,15,2,2,0,1,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,3.872983346207417
0.97,1,29,2,4,0,1,1,1,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,5.385164807134504
1.59,1,17,2,5,0,1,0,1,1,1,1,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,4.123105625617661
1.22,1,21,2,3,0,1,1,0,0,0,0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.58257569495584
1.52,1,38,1,1,0,0,1,0,1,1,1,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,6.164414002968976
